id,Title,Content
2152,"Tasbih Baru untuk Bapak","<h3>Sintha Rosse Kamlet</h3><h2>
					Tasbih Baru untuk Bapak
				</h2>		
		<p><strong>Bapak </strong>mengaduk semen di samping pohon kaktus. Mentari bersinar terik di atas ubun-ubun. Seekor anjing mengangkat sebelah kaki, mengencingi kaktus kering, menatap Bapak; di matanya terpancar keangkuhan, kejenakaan sakartis. Aku duduk termangu di pinggir trotoar, berpangku tangan di atas lutut, menunggu Bapak.</p><p>            Baru seminggu Bapak kembali kerja, jadi kuli bangunan serabutan, dibayar tetangga yang mau mendirikan bangunan buat restoran orang-orang berkocek tebal.</p><p>            Bapak tidak banyak bicara saat bekerja. Dia juga jarang ikut ngumpul dengan teman-teman sesama kuli. Setiap hari Bapak mengajakku ke tempatnya bekerja, agar aku yang putus sekolah di kelas 4 SD karena faktor biaya ini, tetap bisa mengasah otak, membaca buku-buku tentang arsitektur yang dipinjam Bapak dari bosnya, masih mengenakan seragam putih merahku agar tidak lapuk di makan kutu lemari. Laiknya murid di sekolah, aku membawa beberapa lembar kertas sebagai buku tulis dan sebuah pensil yang selalu kuserut runcing setiap pagi. Dan kugambar berlembar-lembar gedung bertingkat, penghibur Bapak yang dulu punya masa lalu sempat menjabat sebagai mandor bangunan proyek gedung-gedung perkantoran dan rumah-rumah mewah, tapi kena PHK. Di sela waktu istirahat setelah mengajakku sholat Dzuhur di mushola, aku banyak bertanya pada Bapak, tentang apa yang tidak aku temukan dalam buku, misalnya soal bagaimana Bapak mampu mencampur semen dengan pasir dan mengaduknya hanya dengan pacul tapi hasilnya lebih halus dari pekerjaan mesin. Pertanyaan itu dijawab Bapak cuma dengan senyum tipis dan jari telunjuk yang ditekan ke dada.</p><p>            Teman-teman Bapak sering menertawakanku. Di antaranya ada yang bilang hidupku akan berakhir di antara arang yang dibakar dan kepulan asap dari dapur yang dikelilingi alang-alang. Bapak tidak terdengar meradang. Sering kali yang kulihat hanya ibu jari Bapak yang bergerak gemulai turun naik dari satu buku jari ke buku jari lainnya, merobohkan sakit hati pada teman-temannya.</p><p>            Aku belajar dari Bapak. Tidak hirau diledek teman-teman yang melihatku sepulang mereka dari sekolah, tidak murka dipandang hina. Merengek pun tidak pernah. Aku lampiaskan segenap amarah pada sasaran yang tepat, merangkai sketsa nurani di atas kertas, menggubah berbagai desain gedung. Bapak bangga dengan hasil coretan tanganku yang kian terlatih.</p><p>            “Cara terbaik membalas olok-olok orang lain adalah prestasi. Kaya ataupun miskin kita semua sama di mata Tuhan. Dan tidak ada senjata ampuh yang lebih baik dari upaya menabur benih walaupun berpijak di atas tanah yang tandus ketimbang membalas pedang dengan samurai,” pesan Bapak.</p><p>            Ada mulut untuk membalas ejekan, mengapa memilih diam? Tiada berguna melumatkan sesama ciptaan Tuhan. Kelihatannya, bagi yang menilai sikap Bapak, itu adalah kelemahan, tak pandai membalas cacian. Lantaran didiamkan, lidah mereka semakin lebih tajam dari pisau. Tapi aku tetap nurut Bapak. Darinya aku belajar, “lurus hati lebih kuat dari cambukan.”</p><p>            Lewat lurusnya hati aku terus meruncingkan pensil, mengabadikan imajinasi bangunan-bangunan indah nan mewah, rumah-rumah dengan cerobong asap, ruang-ruang bercahaya lampu <em>chandelier</em>, dan batinku bahagia tinggal di dalamnya, sambil sesekali menatap Bapak, menyodorkan sapu tangan buat Bapak mengusap keringat.</p><p>            Sejarah nasib termaktub, suatu ketika tangan kanan Bapak cedera. Tiga jari remuk ketiban sejumlah batu bata, ibu jari dan telunjuk yang tersisa, maka Bapak tidak bisa lagi bekerja. Tapi yang paling disedihkan Bapak, ibu jarinya tidak lagi menemukan buku-buku jari kelingking, jari manis, dan jari tengah buat berdzikir. Pada suatu senja yang dipayungi awan kelabu, aku mendapati Bapak menangis tersedu. Sejak saat itu aku benci batu bata.</p><p>            Kebencianku pada batu bata membuat aku berlari di bawah derasnya hujan. Terus berlari mengapit kertas-kertas yang menorehkan gambar-gambar hasil karyaku saat menunggu Bapak kerja. Napasku memburu saat bosnya Bapak membuka pintu; aku tunjukkan kertas-kertas itu, kuyakinkan padanya bahwa aku bisa menggantikan Bapak. Dan satu tujuan besarku, membuktikan kekuatanku pada setiap batu bata.</p><p>            “Kamu masih di bawah umur!”</p><p>            Begitu kata bosnya Bapak. Maka aku tidak diterima bekerja, dendamku kian membara pada batu bata. Setiap hari aku tetap mengunjungi rumah bosnya Bapak, kulahap berbagai buku; semua tentang buku arsitektur, arsitektur modern, klasik, kota dan desa. Tahun demi tahun berganti, kutanggalkan seragam putih merah diwaktu seharusnya aku tamat SD. Tapi aku tidak menuntut Bapak buat membelikan seragam SMP. Tubuh dan jiwaku tidak pernah tahu bagaimana rasanya diselimuti pakaian memasuki masa remaja itu. Pun saat usiaku menginjak waktunya mendaftar SMA, tabu bagiku buat mengerti ketika teman-teman sebaya berceloteh keriuhannya. Duniaku tersembunyi di balik lengan yang berbuku-buku dan wajah sarat keringat; membantu tukang memindahkan batu bata dan memikul besi. Begitulah mula aku akhirnya diterima bekerja oleh bosnya Bapak, pada proyek barunya membangun gedung sekolah bertaraf internasional.</p><p>*****</p><p>Sejak itu, Bapak yang selalu menemaniku di tempat kerja. Al-qur’an saku selalu menyertainya.</p><p> </p><p>Suara Bapak saat mengaji sungguh merdu. Burung dan kupu-kupu berputar-putar di sekitar Bapak, seolah menikmati lagu rindu pencipta kalbu. Bapak mengaji tak kenal waktu, pagi, siang, sore, tidak sembarang orang bisa lakukan. Apalagi Bapak duduk di kursi kayu keras, di depan tumpukan batu bata, pasir, dan semen yang abunya berterbangan tertiup angin.</p><p> </p><p>Berminggu-minggu Bapak melakoni kegiatan itu. Bapak pun diminta warga sekitar buat mengajarkan ngaji anak-anak mereka. Tapi Bapak tidak mau berpindah tempat, demi tetap bisa melihatku saat bekerja. Bosnya Bapak yang kini bosku, berbaik hati mendirikan satu ruang di tempat Bapak biasa duduk. Bapak juga tak mau menerima bayaran, orang-orang berinisiatif membawakan makanan yang cukup buat dimakan aku dan Bapak sampai beduk malam.</p><p>Aku heran. Sejak Bapak mengajar ngaji, foto almarhumah Ibu selalu ia bawa-bawa. Bapak seperti hidup di zaman Ibu masih menikmati singkong rebus setiap pagi bersamanya. Rambutnya ditarik rapi ke belakang tanpa belah, bajunya selalu wangi, wajahnya berseri. Terkadang aku mengira Bapak sedang kasmaran.</p><p> </p><p>Perubahan penampilan Bapak menimbulkan guyonan. Orang-orang mengembuskan kabar bahwa Bapak jatuh cinta pada janda kaya beranak tiga. Anak-anaknya juga belajar ngaji pada Bapak. Bapak cuma diam, aku pun tak berani bertanya. Tapi Bapak memahami ganjalan, maka ia berkata padaku, “Begitulah kiranya dunia manusia, ketika kau tampak buruk kau berbau busuk, saat kau bangkit dan membaik bisik-bisik mencabik juga tetap membidik. Oleh karenanya pimpinlah diri sendiri hingga sampai ke tujuan, tak perlu hirau pada racau.”</p><p> </p><p>Aku bernapas lega. Lagi pula semua hanya kata-kata yang mengudara. Tak sekali pun aku menjumpai Bapak bercengkerama dengan janda yang dikumandangkan orang-orang.</p><p>*****</p><p>Bertahun-tahun berlalu. Tahun terberat telah terlewati. Batu bata yang selalu kubenci berhasil aku bentuk jadi gedung-gedung bertingkat, rumah-rumah megah, apartemen-apartemen bergengsi.</p><p> </p><p>Dulu aku sempat bercita-cita ingin membelikan tasbih buat Bapak saat baru bekerja jadi asisten tukang. Tapi terlupa karena gaji tak seberapa hingga kutunda-tunda.</p><p> </p><p>Berkat segala doa, usaha, waktu yang kuhabiskan buat bekerja, mengerahkan segenap tenaga, aku bisa mengumpulkan uang berlimpah. Barulah terpikir lagi buat membeli tasbih untuk Bapak, sebelum pohon-pohon di sekitar rumah Bapak dirobohkan dan segala yang tertimbun ditelan perubahan alam.</p><p>”Bapak, sebelum tidak kuasa lagi aku mengunjungimu, sebelum perubahan abad  menghapus jejak terakhirmu, lihatlah aku yang berurai air mata mempersembahkan hadiah pertama dan terakhir untukmu. Sebuah tasbih terindah. Maafkan alpaku, yang terlampau sibuk pada dendam dan ambisi hidup, hingga lengah pada waktu yang terbatas, dan abai pada  kebiasaanmu yang tak pernah lalai berdzikir.”</p><p> </p><p>Tubuhku bergetar, berjongkok di samping pusara Bapak. Kugantungkan tasbih yang berkilau-kilau diterpa cahaya mentari pada nisan. Pilu sekali. Bukan hanya karena aku terlambat memberikan apa yang aku kira dulu Bapak perlukan, tapi juga membayangkan esok hari gerombolan alat berat akan meratakan apa pun yang ada di tanah pemakaman ini. Tidak pernah kusangka, desain gedung yang aku buat akan dibangun di atas tempat peristirahatan terakhir Bapak. Para pemodal sepakat hendak mendirikan hotel bintang lima.</p><p> </p><p>Kecamuk di pelupuk mata adalah sosokku yang semula kelihatan parlente sebagai arsitek sekaligus mandor bangunan, berubah bentuk menjadi makhluk mengerikan bertaring, bertelinga panjang, yang membawa bola api dengan kedua tangan dirantai besi panas. Tiada sepatah kata pun sanggup kuucap. Dan hal itu akan menjadi bayangan mimpi buruk sepanjang sisa hidupku.</p><p> </p><p> </p><p>Sintha Rosse Kamlet, lahir di Jakarta, 14 September 1985. Pengarang sejumlah puisi, cerita pendek, dan novel. Karya yang pertama; buku kumpulan puisi <em>Sajakku Berkisah</em> (2016). Cerpennya yang berjudul <em>Kejutan Ulang Tahun</em>, dipublikasikan majalah Femina (2017). Novelnya berjudul <em>“Dendam” si Yatim Piatu </em>beredar di Gramedia oleh penerbit Pustaka Mandiri (2018). Penulis <em>best seller</em> buku <em>Bitcoin for Z Generation </em>dan<em> Tokenisasi</em>.</p>		
					<ul>
                                            <li data-social=""facebook"">
                    <a>
                                                                                            </a>
                </li>
                                                            <li data-social=""twitter"">
                    <a>
                                                                                            </a>
                </li>
                                                            <li data-social=""linkedin"">
                    <a>
                                                                                            </a>
                </li>
                                    </ul>"
2156,"Kobe Modhe","<h3>Widayati Mia Pratiwi</h3>
<h2>
					Kobe Modhe</h2>
Ibu Aira menjorokkan batang-batang kayu yang mulai menghangus ke dalam tungku.Tangannya gemetar, tampaknya ia masih ketakutan. Pikirannya kalut. Ia duduk memeluk lutut di depan tungku yang memangku panas bara api. Di sampingnya terdapat sebuah gelas berisi kopi yang beralaskan tanah.

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; “Ibu, sebentar sore biar Margrit temani pulang ke bawah rumah e,” ucap Mama Ros dengan aksen Bajawa yang sangat kental. Bersamaan dengan itu, Margrit menyibakkan kain panjang yang membelah dapur dan lorong kecil menuju ruang tamu rumahnya.

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; “Iya, Mama,” ucap Ibu Aira. Ia menoleh sebentar ke arah Mama Ros sambil melontarkan senyum getir.

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Ibu Aira meneguk kopinya yang sisa setengah. Kopi Bajawa memang enak, setidaknya kalimat itulah yang biasa diucapkan Ibu Aira setelah meminum kopi buatan Mama Ros. Namun kali ini kalimat itu seakan-akan tertelan bersama satu tegukan terakhir. Ibu Aira bahkan tak membuka suara. Guru muda itu menatap nanar titik-titik ampas kopi yang tertinggal di bibir gelas.

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Aira Puspitasari namanya. Ia merupakan guru muda yang datang dari Yogyakarta untuk mengabdikan diri di tanah Ngada, Nusa Tenggara Timur. Hari ini, tepat 4 bulan lamanya ia datang ke Kampung Tude. Sejak pertama datang, Ibu Aira tinggal sendiri di area sekolah, berasing dari pusat keramaian kampung. Suara babi dan aroma bunga kopi menjadi peneman setianya setiap hari.

Ibu Aira tak pernah merasa kesepian. Siswa-siswanya kerap menyambanginya ke rumah untuk les atau pun sekadar berbincang dan berkelakar. Ada pula yang datang untuk membantu Ibu Aira pergi tadah air ke gunung atau mengantar bungkusan tepung kopi dan beberapa ikat sayur pucuk labu.

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Di sebuah gedung kosong yang ia sebut sebagai rumah, Ibu Aira tinggal. Gedung bekas ruang kelas itu diberi sekat yang membatasi kamar, dapur, dan ruang yang cukup luas untuk les di sore hari. Rumahnya memiliki satu pintu dan delapan jendela khas ruang kelas pada umumnya. Ibu Aira terbilang cukup berani untuk tinggal sendiri di tempat itu.

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Hawa dingin terasa begitu menusuk tulang saat Ibu Aira terbangun dan mengecek notifikasi di ponselnya. Suara truk tetangga sudah terdengar menderu. Itu artinya Om Yulius, tetangganya, sedang memanaskan mesin truknya. Tak lama setelah ia mendengar suara obrolan Om Yulius dengan seseorang, tiba-tiba terdengar bunyi hantaman pada pintu rumahnya.

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Awalnya Ibu Aira mengira suara itu berasal dari anjing-anjing tetangga yang kerap membuat gaduh di teras rumahnya. Ibu Aira membiarkannya hingga suara gaduh itu terdengar semakin keras dan berisik. Lantas ia beranjak dan berusaha mengusir anjing-anjing itu. Ibu Aira mengintai dari celah kecil kain jendela yang sedikit tersingkap. Matanya terbelalak saat menyadari bahwa bunyi itu berasal dari seseorang yang berusaha mendobrak pintu rumahnya.

Ibu Aira sangat terkejut hingga tak bisa berteriak. Menyadari kedatangannya diketahui, orang &nbsp;yang berusaha mendobrak pintu rumahnya itu berlari secepat kilat.

Seorang laki-laki. Kemeja biru muda. Tak jelas siapa orangnya. Blur.

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; <em>Ah, mana kaca mataku</em>? Ibu Aira terkacau. Bersamaan dengan rasa takut yang menyerang, Ibu Aira terduduk lemas di sudut pintu rumahnya.

___­__

“<em>Kobe modhe</em>, Ibu,” ucap Margrit saat Ibu Aira mencoba memejamkan matanya. Margrit berharap kehadirannya di samping Ibu Aira bisa sedikit membantu. Setidaknya Ibu Aira bisa tidur nyenyak dan tak gelisah lagi.

Wajar bila Ibu Aira mengalami trauma hebat. Margrit pun ikut merasakan ketakutan yang dialami Ibu Aira. Bukan takut pada orang asing atau penjahat, namun Margrit takut kehilangan Ibu Aira. Ia takut gurunya itu tidak mau lagi mengajar anak-anak Kampung Tude dan memilih kembali ke kota asalnya karena ia merasa tak aman.

“Ibu Aira jauh-jauh datang dari Jawa untuk membuat kita pintar. Kita harus menjaganya,” ujar Margrit kepada sahabatnya, Stanis, pada saat jam istirahat sekolah.

Sudah tiga hari Margrit menemani Ibu Aira. Ia menyaksikan sendiri bahwa sejak kejadan itu, Ibu Aira acap kali terlihat gelisah. Tak jarang Margrit melihat gurunya itu terperanjat oleh suara-suara dari luar. Suara anjing, kendaraan lewat, bahkan desau angin pun membuatnya gundah dan panik.

“Mengapa para tetua diam saja? Semua orang hanya mengimbau tanpa ingin tahu siapa pelakunya,” keluh gadis yang duduk di bangku SMA itu.

“<em>Sa</em> penasaran, siapa orang yang sudah meneror Ibu Aira malam itu?” tanya Stanis entah pada siapa. Pandangannya menatap nanar pada dahan yang berluyutan di samping gedung sekolah.

“Itu yang ingin saya selidiki,” ujar Margrit. “ Ibu Aira bilang, orang itu sedikit botak dan memakai kemeja biru muda.”

Rencana pun disusun. Stanis berjanji akan berkunjung ke rumah Om Yulius untuk menanyakan siapa sosok yang mengobrol dengannya pada Minggu dini hari. Bisa jadi Om Yulius berbicara dengan pelakunya. Orang yang beberapa saat setelah itu berusaha mendobrak pintu rumah Ibu Aira.

_­­­­­­­­____

Seminggu sejak kejadian itu, Ibu Aira sudah tampak lebih baik. Ia kerap menyaba rumah Mama Ros. Sekadar <em>nalo-nalo</em> atau berkelakar dengan Mama Ros, Margrit, dan Oswald, kakak Margrit.

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Seminggu pula sejak kejadian itu, Margrit tak memperoleh jawaban. Ia justru makin penasaran sementara kasusnya kian tenggelam tak ada pembahasan. Margrit begitu kesal karena Stanis yang mulanya ingin menyelidiki pelaku yang meneror Ibu Aira bersamanya malah memilih mundur. Semua terkesan mendadak dan membuatnya curiga.

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; “Stanis, mereka para tetua tidak peduli lagi. Kita tak punya fasilitas seperti orang-orang kota yang bisa merekam tindak pelaku kejahatan. Tapi kita punya hati, pikiran, dan tenaga. Hanya itu yang bisa kita lakukan. Ingat, Ibu Aira datang ke Kampung Tude untuk memperjuangkan masa depan kita. Apa salahnya kita juga berjuang agar Ibu Aira bisa lebih aman. Setidaknya Ibu Aira bisa tidur nyenyak sepanjang malam.”

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Stanis membuang muka. Margrit yakin ekspresi wajahnya saat ini sungguh sangat masam.

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; “Percuma saja, Margrit. Yang terpenting sekarang keadaan sudah aman. Tidak ada lagi yang datang mengganggu Ibu Aira, bukan?”

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; “Apa ada yang kau sembunyikan?” Margrit menaruh curiga. Alis kanannya terangkat naik. Tatapannya menyelidik.

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; “Tidak,” ucap Stanis cepat.

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Margrit yakin bahwa sahabatnya tengah berbohong. Sebelumnya Stanis berjanji akan bertanya kepada Om Yulius, siapakah orang yang mengobrol dengannya pagi itu? Margrit yakin bahwa Om Yulius sudah memberikan jawabannya kepada Stanis.

Margrit tak gentar berjuang sendiri. Ia menghadap Om Yulius yang kala itu sedang membasuh badan truk kesayangannya dengan kain basah.

“Kalau kau ingin menanyakan siapa orang yang berbincang dengan saya pagi itu, jawabannya adalah Opa Kobus,” ucap Om Yulius tanpa ditanya.

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Rasanya tak mungkin Opa Kobus yang mendobrak pintu rumah Ibu Aira. Berjalan saja ia memerlukan tongkat, apalagi berlari saat Ibu Aira memergokinya. <em>Tidak</em>, Margrit mengusir cepat pikirannya itu.

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Margrit mengutarakan terima kasih, lalu membalik badannya dan berjalan dengan gontai.

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; “Tapi, jika kau bertanya, siapa orang yang mencoba mendobrak pintu rumah Ibu Aira…” ucap Om Yulius terputus. “Oswaldus Wio, <em>kau pu kakak</em>.”

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Margrit menoleh cepat ke arah Om Yulius. Pria paruh baya itu menjawabnya dengan anggukan satu kali.&nbsp;&nbsp;&nbsp;&nbsp; Mata Margrit terbelalak. Rasanya dua bola matanya mau keluar.

_____

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Sejatinya Margrit bukanlah seorang penyedih. Namun fakta bahwa kakak kandungnya yang telah membuat Ibu Aira ketakutan teramat merentan hatinya. Seribu kali pun Oswald meminta maaf kepada Ibu Aira dan Margrit, seribu kali pula Margrit tak akan mempedulikannya.

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; <em>Moke</em> menjadi alasan mengapa Oswald secara tidak sadar mendobrak pintu rumah Ibu Aira berkali-kali. Perihal alasan itu, Oswald tidak berbohong. Ia sudah mengatakan sejujurnya dan ia pun sudah mengakui kesalahannya. Bahkan Ibu Aira memaklumi perbuatan Oswald dan tak mempermasalahkan kejadian itu lagi.

Namun, tak mudah bagi Margrit.

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Barangkali semua orang di Kampung Tude sedang menertawakannya. Orang yang dicari-carinya selama ini ada di hadapannya. Kini ia mengerti mengapa Stanis tiba-tiba membiarkan masalah itu berlalu. Stanis tak ingin menyakiti hati Margrit.

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; <em>Rasa tak enak hati telah mematikan kejujuran semua orang. Lalu kebohongan kian membudaya. Laku baik terbalaskan oleh tindakan yang menggelisahkan. Memperjuangkan kebebasan dan keamanan seseorang dikatakan omong kosong. Ah, lucu sekali hidup ini!</em>

Margrit melingkarkan senyum getir, mengakhiri perjuangannya.

“Setiap perjuangan tak selalu berbuah manis, Margrit. Adakalanya kau terluka dan kecewa. Namun percayalah, perjuanganmu tidak sia-sia. <em>Kobe modhe</em> yang setia kau ucapkan setiap malam sudah cukup membuat saya nyaman dan merasa aman. Kau telah membuktikan kepada semua orang bahwa perjuangan tak selalu dimaknai dengan mengangkat senjata di medan perang,” ucap Ibu Aira, menenteramkan hati Margrit.
<p style=""text-align: center;"">_____</p>

<ul>
 	<li data-social=""facebook"">
                    <a>
</a></li>
 	<li data-social=""twitter"">
                    <a>
</a></li>
 	<li data-social=""linkedin"">
                    <a>
</a></li>
</ul>"
2164,Sendiri,"<h3>Muhamad Ayub Rustandi</h3>
<h2>
					Sendiri</h2>
Daksa melemah, sepi sangat rasanya

Tak sudi hati di cabik-cabik oleh sepi.

Belikat tak ada yang mengikat, walau ingin rasanya. Sedang aku cekam jadinya.

Seolah sunyi mencekik; hati terpekik

Malam kian kelam; hati tambah muram

Kawanku yang berengsek tak kunjung datang, begitu selalu.

Dalam diam ku sebut satu nama sang kuasa.

Tumpah segala rasa dari dada

Berserakan di alas kain berpersegi panjang.

Laraku mencair masih di alas kain yang sama

Keningku melekat juga di tempat yang sama.

Maaf.
<ul>
 	<li data-social=""facebook"">
                    <a>
</a></li>
 	<li data-social=""twitter"">
                    <a>
</a></li>
 	<li data-social=""linkedin"">
                    <a>
</a></li>
</ul>"
2169,"Jejak Luka","<h3>Fenska Siahaya</h3>
<h2>
					Jejak Luka</h2>
Aku kembali kepada pelukan nestapa penuh misteri

Berandai-andai,untuk tidak terjatuh dan berlari

Tapi rasa tidak mungkin di ingkari

Merajut cahaya sang mentari

Dia datang sebagai pendekar berkuda

Meyakinkanku dalam sudut ragu dan gunda

Seakan jadi putri dalam legenda

Dengan sepenggal kata ayunda

Tetapi aku salah, aku kembali ke jejak luka

Yang tersungkur, membisu dan diam tanpa sekali merdeka

Serasa jiwa terselimut duka

Kedua tangan terangkat menutup muka

Mengapa! Apakah malaikat cinta lupa kepadaku?

Sulit rasanya menanti dia yang perkasa sebagai jodohku

Lukaku kembali terbuka, menganga tanpa sedikit saja membeku

Cukup sudah,sampai disini kisahku yang teramat berliku.

______________________________________

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Fenska Siahaya lahir di Ambon, Provinsi maluku, pada 30 April 2000. Adalah seorang mahasiswa S1 Keperawatan di salah satu kampus swasta di Makassar saat ini. Hobyku menulis, menulis adalah salah satu cara mencurakan semua amara, kecewa bakan kesedihan hal ini membuatku tanpa beban menjalani hidup. Moto hidupku “jangan anggap dirimu bodoh sebelum kamu mencoba hal baru” Semoga karyaku dapat mengispirasimu
<ul>
 	<li data-social=""facebook"">
                    <a>
</a></li>
 	<li data-social=""twitter"">
                    <a>
</a></li>
 	<li data-social=""linkedin"">
                    <a>
</a></li>
</ul>"
2174,"Si Perintis Riang dan Rindu","<h3>Laksmita Dwana</h3>
<h2>
					Si Perintis Riang dan Rindu</h2>
Teruntuk kamu,

Si perintis riang dan rindu

yang terjebak dalam ruang dan waktu

Apa kabar?

Belum seminggu waktu berlalu

Tapi, maaf, aku sudah merindukanmu

Masih ingat?

Terakhir kita diam membisu

Di bawah terangnya langit biru

Lucu, bukan?

Mata sudah tatap beradu

Tapi, maaf, aku hanya duduk membatu

Izinkan aku bertanya

Wahai, si perintis tawa dan candu

Kira-kira, kapan lagi kita dapat bertemu?
<ul>
 	<li data-social=""facebook"">
                    <a>
</a></li>
 	<li data-social=""twitter"">
                    <a>
</a></li>
 	<li data-social=""linkedin"">
                    <a>
</a></li>
</ul>"
2215,"New Post",
2264,"New Post",
2266,"New Post",
2269,"New Post",
2291,"New Post",
2293,"New Post",
2296,"New Post",
2299,"New Post",
2301,"New Post",
2303,"New Post",
2305,"New Post",
2307,"New Post",
2309,"New Post",
2311,"New Post",
2315,"New Post",
2318,"New Post",
2320,"New Post",
2322,"New Post",
2324,"New Post",
2325,"New Post",
2328,"New Post",
2331,"New Post",
2333,"New Post",
2336,"New Post",
2338,"New Post",
2340,"New Post",
2342,"New Post",
2344,"New Post",
2346,"New Post",
2347,"New Post",
2350,"New Post",
2353,"New Post",
2355,"New Post",
2357,"New Post",
2377,"New Post",
2384,"Hujan Paling Bahagia","<h3>Angga Wiwaha</h3><h2>
					Hujan Paling Bahagia
				</h2>		
		<p>hujan paling bahagia adalah hujan masa kecil</p><p>rintik-rintiknya riang bermain</p><p>                            dan berloncatan</p><p>tak peduli ibu langit menyuruhnya pulang. </p><p> </p><p>hujan paling nakal adalah hujan masa kecil</p><p>bergelayutan di dahan dan ranting</p><p>saling ejek dengan kawan-kawan</p><p>yang ada di  trotoar dan di ranumnya dahan.</p><p> </p><p>namun hujan paling cepat reda</p><p>jugalah hujan masa kecil</p><p>menjadi genangan, jelma kenangan</p><p>lalu mencari jalan pulang ke hilir nasib yang muram.</p><p> </p><p>sehingga hujan yang paling lupa</p><p>adalah hujan masa kecil</p><p>terngiang rintik indahnya</p><p>alpa akan badai gemuruhnya.</p><p> </p><p><strong>Banjarnegara, Desember 2020</strong></p>		
					<ul>
                                            <li data-social=""facebook"">
                    <a>
                                                                                            </a>
                </li>
                                                            <li data-social=""twitter"">
                    <a>
                                                                                            </a>
                </li>
                                                            <li data-social=""linkedin"">
                    <a>
                                                                                            </a>
                </li>
                                    </ul>"
